# time msd_polymer msd_dumbbell msd_dumbbell_x msd_dumbbell_y msd_dumbbell_z
    370.0000  84.80695808 396.58421709 154.64968665 118.64381132 123.29071912
    380.0000  87.01157870 407.35467701 158.82814450 121.89737582 126.62915668
    390.0000  89.22034926 418.01785331 162.99626191 125.10916725 129.91242415
    400.0000  91.43978765 428.71534741 167.16408985 128.31663947 133.23461809
    410.0000  93.66548982 439.30558232 171.29675286 131.49385878 136.51497068
    420.0000  95.88937399 449.91125276 175.39147807 134.70101027 139.81876443
    430.0000  98.11617081 460.52555937 179.49016800 137.93118527 143.10420611
    440.0000 100.34118197 471.18522442 183.57852069 141.20344080 146.40326293
    450.0000 102.56381789 481.97027380 187.66877816 144.54948516 149.75201047
    460.0000 104.78308617 492.89373293 191.79702470 147.96410120 153.13260703
    470.0000 107.00239301 503.96010183 196.01227170 151.42858016 156.51924996
    480.0000 109.22169280 515.06243808 200.29713104 154.86672446 159.89858258
    490.0000 111.44501311 526.13013003 204.58718941 158.31626744 163.22667318
    500.0000 113.67721832 537.29731529 208.89755708 161.82299803 166.57676018
    510.0000 115.91493201 548.44345940 213.24249656 165.29906708 169.90189576
    520.0000 118.15304881 559.65897434 217.61753293 168.79575851 173.24568289
    530.0000 120.39636215 570.89734535 221.98907867 172.26063913 176.64762755
    540.0000 122.64026923 582.14360050 226.35890665 175.71965951 180.06503434
    550.0000 124.87620026 593.41609648 230.74393023 179.15713590 183.51503035
    560.0000 127.10462015 604.70775487 235.16524514 182.58196981 186.96053992
    570.0000 129.32748423 615.95032157 239.59461079 186.01397330 190.34173747
    580.0000 131.54806667 627.22825322 244.03041728 189.46535116 193.73248479
    590.0000 133.76966652 638.52987401 248.53078941 192.90616721 197.09291738
    600.0000 135.99164878 649.81732424 253.03468205 196.33246472 200.45017747
    610.0000 138.20433283 661.18555611 257.56909793 199.80521672 203.81124146
    620.0000 140.40709430 672.53735226 262.05438950 203.31724307 207.16571969
    630.0000 142.60615966 683.94602502 266.54317843 206.86409023 210.53875637
    640.0000 144.80537980 695.39641774 271.01090641 210.41449711 213.97101422
    650.0000 147.00207246 706.77471396 275.44844291 213.92563275 217.40063831
    660.0000 149.20130541 718.16353488 279.91547607 217.44062233 220.80743648
    670.0000 151.39932675 729.60262147 284.37609165 220.95865321 224.26787662
    680.0000 153.59613999 741.15278757 288.85560855 224.50387288 227.79330615
    690.0000 155.79804623 752.70630755 293.35180975 228.02542061 231.32907719
    700.0000 157.99988431 764.28171936 297.85133203 231.55958338 234.87080395
    710.0000 160.20370883 775.84016717 302.36831777 235.10366181 238.36818760
    720.0000 162.40674187 787.53786677 306.94432626 238.70082433 241.89271619
    730.0000 164.60770791 799.26767061 311.55542013 242.30898539 245.40326509
    740.0000 166.80529318 811.04071813 316.12259909 245.98200214 248.93611690
    750.0000 169.00748919 822.78067727 320.66272619 249.66973241 252.44821867
    760.0000 171.20592609 834.50346519 325.18501416 253.35126750 255.96718352
    770.0000 173.40425798 846.20213866 329.74296705 256.94602254 259.51314906
    780.0000 175.60812358 857.88747477 334.27181674 260.50458557 263.11107246
    790.0000 177.81506485 869.56952415 338.80548243 264.08894740 266.67509432
    800.0000 180.03453453 881.17818363 343.36127881 267.62808633 270.18881848
    810.0000 182.25470182 892.71598772 347.84582598 271.18937499 273.68078674
    820.0000 184.48409870 904.34090187 352.36611046 274.77621794 277.19857346
    830.0000 186.72101703 915.98409069 356.90029775 278.35328741 280.73050553
    840.0000 188.95732956 927.62214562 361.47452544 281.91605162 284.23156856
    850.0000 191.18657998 939.32665911 366.01326387 285.52176279 287.79163245
    860.0000 193.41173397 951.09019457 370.57390908 289.17389721 291.34238828
    870.0000 195.63456627 962.83477757 375.18281910 292.80428463 294.84767385
    880.0000 197.85336630 974.57079589 379.80520098 296.45637846 298.30921644
    890.0000 200.07085106 986.41052524 384.49090795 300.14300962 301.77660767
    900.0000 202.29021294 998.21129819 389.15708922 303.81699390 305.23721506
    910.0000 204.51212217 1010.03538797 393.84545706 307.49228237 308.69764854
    920.0000 206.73960091 1021.90245982 398.58758117 311.14000028 312.17487837
    930.0000 208.95811997 1033.81173944 403.33390704 314.77178130 315.70605111
    940.0000 211.17987202 1045.68529562 408.06755798 318.39410633 319.22363131
    950.0000 213.40619456 1057.52853155 412.77789960 322.01164329 322.73898867
    960.0000 215.62811856 1069.44699137 417.55421439 325.61649337 326.27628361
    970.0000 217.84708487 1081.30575558 422.30957036 329.17910487 329.81708035
    980.0000 220.06419136 1093.11166377 427.03465008 332.71258785 333.36442585
    990.0000 222.27600896 1104.94270771 431.75655508 336.26293672 336.92321591
   1000.0000 224.49121923 1116.84279819 436.58928057 339.79053099 340.46298664
   1010.0000 226.70850404 1128.63269912 441.37398890 343.29269221 343.96601801
   1020.0000 228.92998288 1140.40848247 446.14874367 346.79108728 347.46865152
   1030.0000 231.15122627 1152.17675061 450.92570737 350.26125242 350.98979082
   1040.0000 233.37412118 1163.97905762 455.71108546 353.70558713 354.56238504
   1050.0000 235.60135510 1175.72257733 460.42513916 357.17763444 358.11980373
   1060.0000 237.83186023 1187.49292313 465.15309509 360.65742555 361.68240249
   1070.0000 240.05845178 1199.22750447 469.89775457 364.06811604 365.26163385
   1080.0000 242.29106425 1210.96221132 474.65050910 367.47133107 368.84037116
   1090.0000 244.52424499 1222.70143095 479.39966543 370.90758184 372.39418369
   1100.0000 246.75922492 1234.49182563 484.09156675 374.41124792 375.98901097
   1110.0000 249.00271776 1246.33094708 488.82328460 377.94487265 379.56278983
   1120.0000 251.24766296 1258.17166140 493.52064716 381.48683971 383.16417453
   1130.0000 253.49714361 1270.07220255 498.22236698 385.05346741 386.79636817
   1140.0000 255.74465455 1282.06704094 502.93813441 388.61955701 390.50934952
   1150.0000 257.99466291 1294.04318739 507.68274757 392.12026442 394.24017541
   1160.0000 260.24842361 1305.95847856 512.43254042 395.56826814 397.95766999
   1170.0000 262.50304514 1317.80408736 517.16254091 398.99179215 401.64975430
   1180.0000 264.75895628 1329.67343723 521.86602191 402.45094992 405.35646541
   1190.0000 267.01258930 1341.50130935 526.52800317 405.89442365 409.07888253
   1200.0000 269.26365316 1353.33132627 531.15798383 409.35506528 412.81827716
   1210.0000 271.51342480 1365.26181314 535.83507158 412.81860797 416.60813358
   1220.0000 273.77191760 1377.12606658 540.46200073 416.24382273 420.42024311
   1230.0000 276.03355586 1388.94220384 545.08823215 419.63316876 424.22080293
   1240.0000 278.29127906 1400.80426024 549.70650605 423.04232862 428.05542557
   1250.0000 280.54705399 1412.63839998 554.33498087 426.41234048 431.89107863
   1260.0000 282.80329391 1424.47591052 558.95776201 429.78520082 435.73294769
   1270.0000 285.06089956 1436.37432667 563.54126227 433.19918050 439.63388389
   1280.0000 287.31549399 1448.30071138 568.12382380 436.62873197 443.54815562
   1290.0000 289.57317899 1460.25094652 572.71643348 440.11405467 447.42045838
   1300.0000 291.82921410 1472.25670554 577.30719820 443.66043955 451.28906779
   1310.0000 294.08808903 1484.20490121 581.81854260 447.22581558 455.16054303
   1320.0000 296.34724881 1496.12653126 586.36761699 450.78652052 458.97239374
   1330.0000 298.59643027 1507.95023645 590.89631019 454.29782682 462.75609944
   1340.0000 300.84274451 1519.70937528 595.36634944 457.82279453 466.52023131
   1350.0000 303.08582868 1531.43706637 599.81191288 461.35694854 470.26820495
   1360.0000 305.31845082 1543.15202779 604.26322399 464.88690609 474.00189771
   1370.0000 307.55755567 1554.85896949 608.71890113 468.41727584 477.72279251
   1380.0000 309.80319309 1566.50351105 613.17162343 471.91419224 481.41769538
   1390.0000 312.05101894 1578.13213348 617.67726872 475.38289492 485.07196983
   1400.0000 314.29652548 1589.77979988 622.22089787 478.87488440 488.68401761
   1410.0000 316.54233858 1601.43517412 626.78613796 482.31982588 492.32921028
   1420.0000 318.77969586 1613.18919395 631.41562755 485.78666612 495.98690029
   1430.0000 321.01811465 1625.07506082 636.08908652 489.30383685 499.68213746
   1440.0000 323.25718788 1637.01522411 640.83730648 492.83908441 503.33883322
   1450.0000 325.49832458 1648.97266862 645.62738349 496.40516818 506.94011695
   1460.0000 327.74669647 1660.88062394 650.42945080 499.97112094 510.48005220
   1470.0000 330.00253014 1672.82901354 655.17521870 503.56539913 514.08839572
   1480.0000 332.26751223 1684.72706228 659.83959629 507.18315515 517.70431084
   1490.0000 334.53750141 1696.64613358 664.45149102 510.84480946 521.34983310
   1500.0000 336.81181601 1708.64199009 669.08488001 514.50824684 525.04886323
   1510.0000 339.08861429 1720.60549550 673.71705316 518.16682804 528.72161430
   1520.0000 341.35976717 1732.61161580 678.38944032 521.83317151 532.38900396
   1530.0000 343.63071856 1744.59849811 683.04493967 525.53483916 536.01871928
   1540.0000 345.90106218 1756.63368014 687.70116605 529.26591132 539.66660276
   1550.0000 348.17154888 1768.66673409 692.37714592 533.00479076 543.28479741
   1560.0000 350.44135380 1780.65422486 697.03496214 536.73754377 546.88171895
   1570.0000 352.70614602 1792.61922142 701.64901368 540.51391152 550.45629623
   1580.0000 354.97390673 1804.61384608 706.30488109 544.27160236 554.03736263
   1590.0000 357.24244806 1816.71049686 710.94122272 548.10022048 557.66905366
   1600.0000 359.50954452 1828.81265261 715.57746451 551.93961700 561.29557110
   1610.0000 361.76933187 1840.91093708 720.25899702 555.69916936 564.95277071
   1620.0000 364.02490258 1852.96919288 724.92459002 559.46470284 568.57990002
   1630.0000 366.28388860 1865.10861748 729.63101039 563.25622675 572.22138034
   1640.0000 368.54638942 1877.28090466 734.33346391 567.07904854 575.86839220
   1650.0000 370.80766871 1889.44185988 739.06508769 570.86008333 579.51668886
   1660.0000 373.06724888 1901.63145176 743.84747866 574.59558813 583.18838496
   1670.0000 375.32687970 1913.72278308 748.59749426 578.28059762 586.84469121
   1680.0000 377.58318569 1925.81578998 753.32920157 581.98995054 590.49663787
   1690.0000 379.83618624 1937.88426870 758.01711574 585.70708887 594.16006410
   1700.0000 382.08140606 1949.97694742 762.68826742 589.46110956 597.82757045
   1710.0000 384.33007409 1962.18088098 767.40881499 593.22600748 601.54605851
   1720.0000 386.58217150 1974.30782293 772.08624553 596.94669543 605.27488197
   1730.0000 388.83952775 1986.50472139 776.79536211 600.71008596 608.99927331
   1740.0000 391.09487772 1998.69556205 781.48603457 604.48253672 612.72699076
   1750.0000 393.35056725 2010.97150927 786.27820147 608.26221748 616.43109032
   1760.0000 395.60131872 2023.33577534 791.15646105 612.05248781 620.12682649
   1770.0000 397.84506502 2035.78079724 796.05198789 615.87464377 623.85416558
   1780.0000 400.08582388 2048.23792914 800.95835217 619.73000647 627.54957050
   1790.0000 402.32588366 2060.71641539 805.91539769 623.60158398 631.19943372
   1800.0000 404.55839015 2073.19018158 810.80448962 627.50263613 634.88305583
   1810.0000 406.78999274 2085.64514474 815.66962103 631.38527426 638.59024945
   1820.0000 409.02570380 2098.07418947 820.52087192 635.24256765 642.31074990
   1830.0000 411.26594057 2110.54133716 825.34408525 639.08719436 646.11005756
   1840.0000 413.50811775 2123.07434325 830.17896164 642.94564942 649.94973219
   1850.0000 415.74983290 2135.59081604 835.04317021 646.75353455 653.79411128
   1860.0000 417.99102806 2148.05123884 839.96451884 650.48371281 657.60300718
   1870.0000 420.23631811 2160.68037824 844.95737623 654.27044904 661.45255297
   1880.0000 422.49356013 2173.34387767 849.95042701 658.07265403 665.32079664
   1890.0000 424.75106070 2186.03051972 854.91220018 661.90037259 669.21794695
   1900.0000 427.00829807 2198.70863386 859.85998217 665.73124647 673.11740522
   1910.0000 429.27617483 2211.46145419 864.77938968 669.60959900 677.07246551
   1920.0000 431.55202768 2224.24260061 869.67919549 673.51634104 681.04706408
   1930.0000 433.83411307 2237.08543312 874.63006319 677.41303977 685.04233016
   1940.0000 436.11116006 2249.93998762 879.53483655 681.32940449 689.07574658
   1950.0000 438.38483712 2262.77017180 884.37770138 685.26140578 693.13106463
   1960.0000 440.65797267 2275.59501196 889.22968580 689.16653619 697.19878997
   1970.0000 442.93270769 2288.42934992 894.12176586 693.05464934 701.25293471
   1980.0000 445.21139762 2301.37540604 899.02958480 696.99903170 705.34678953
   1990.0000 447.49010951 2314.19750537 903.89468622 700.90011901 709.40270015
   2000.0000 449.76918858 2327.08734351 908.75819119 704.88629530 713.44285702
   2010.0000 452.05096140 2339.93813738 913.62979864 708.84244935 717.46588938
   2020.0000 454.32986637 2352.79139263 918.45641302 712.78607038 721.54890923
   2030.0000 456.61045295 2365.72333648 923.38555795 716.71566068 725.62211785
   2040.0000 458.88328285 2378.68857929 928.35853517 720.61764711 729.71239702
   2050.0000 461.15710665 2391.65533437 933.31481201 724.52438415 733.81613821
   2060.0000 463.43282273 2404.50657050 938.28639961 728.39472940 737.82544149
   2070.0000 465.70956535 2417.41551857 943.29797880 732.26756852 741.84997125
   2080.0000 467.98097712 2430.23061753 948.28584927 736.08423199 745.86053628
   2090.0000 470.25154624 2443.02552217 953.31798293 739.86852720 749.83901204
   2100.0000 472.52418567 2455.76835082 958.34472926 743.64575062 753.77787093
   2110.0000 474.80382474 2468.50301449 963.37325057 747.42600136 757.70376255
   2120.0000 477.08520933 2481.20057190 968.38100516 751.20447401 761.61509273
   2130.0000 479.35772538 2493.86746946 973.38140159 755.00097130 765.48509657
   2140.0000 481.62717849 2506.57519406 978.36342953 758.82316944 769.38859510
   2150.0000 483.90194300 2519.28520745 983.35998751 762.61958216 773.30563778
   2160.0000 486.17368940 2531.94352090 988.34493198 766.40185246 777.19673646
   2170.0000 488.45151572 2544.67725628 993.34754318 770.19917487 781.13053823
   2180.0000 490.72894401 2557.40532864 998.34063946 773.98403556 785.08065362
   2190.0000 493.00788176 2570.10064730 1003.31005084 777.76293443 789.02766203
   2200.0000 495.28412351 2582.83215190 1008.29433572 781.56694604 792.97087015
   2210.0000 497.55774990 2595.56463093 1013.30936320 785.35170323 796.90356450
   2220.0000 499.83652270 2608.19690276 1018.31437593 789.07179269 800.81073414
   2230.0000 502.11119420 2620.81154321 1023.36478668 792.73333986 804.71341667
   2240.0000 504.38645075 2633.47275423 1028.43277936 796.39056543 808.64940943
   2250.0000 506.66619023 2646.12789894 1033.49655699 800.05318731 812.57815464
   2260.0000 508.94749440 2658.79560380 1038.54687158 803.71556034 816.53317188
   2270.0000 511.23716321 2671.42007823 1043.55767025 807.34973085 820.51267712
   2280.0000 513.52578549 2684.02890820 1048.57901216 810.95463541 824.49526063
   2290.0000 515.81550464 2696.64565163 1053.59612101 814.58079722 828.46873340
   2300.0000 518.11326446 2709.22725148 1058.57072231 818.21551472 832.44101445
   2310.0000 520.41399726 2721.82353569 1063.53620900 821.81971418 836.46761251
   2320.0000 522.71586963 2734.48500981 1068.51966280 825.47527114 840.49007587
   2330.0000 525.01885698 2747.12765010 1073.49882826 829.13954208 844.48927976
   2340.0000 527.32183434 2759.62608845 1078.41737601 832.73448233 848.47423010
   2350.0000 529.62294857 2772.08608117 1083.27570935 836.33538118 852.47499064
   2360.0000 531.92616928 2784.64590600 1088.09409994 840.04726391 856.50454215
   2370.0000 534.22768074 2797.15727135 1092.88503438 843.78612139 860.48611558
   2380.0000 536.53018586 2809.67906015 1097.72409524 847.48696637 864.46799854
   2390.0000 538.83462973 2822.18702814 1102.53075189 851.19258771 868.46368854
   2400.0000 541.14108185 2834.70841211 1107.34824005 854.89861372 872.46155834
   2410.0000 543.44521944 2847.14141325 1112.12365654 858.61636419 876.40139252
   2420.0000 545.74435890 2859.58236652 1116.94976674 862.27007275 880.36252702
   2430.0000 548.04944716 2872.04083834 1121.83765161 865.89075781 884.31242892
   2440.0000 550.35232276 2884.51496528 1126.74595838 869.49239173 888.27661517
   2450.0000 552.65130614 2896.93630798 1131.66483717 873.07780822 892.19366259
   2460.0000 554.95315137 2909.34120134 1136.59167102 876.63949196 896.11003835
   2470.0000 557.25611838 2921.73330851 1141.54044624 880.17245103 900.02041124
   2480.0000 559.55715201 2934.07044166 1146.47631535 883.71042974 903.88369657
   2490.0000 561.85928873 2946.33799693 1151.36964100 887.23880240 907.72955353
   2500.0000 564.16590776 2958.64757105 1156.34495756 890.72095410 911.58165940
   2510.0000 566.47515781 2971.00829847 1161.38158415 894.20711145 915.41960287
   2520.0000 568.78189954 2983.35915343 1166.41745792 897.65474512 919.28695038
   2530.0000 571.08490594 2995.71533218 1171.43206701 901.11921682 923.16404836
   2540.0000 573.38810691 3008.01881741 1176.39119460 904.64275789 926.98486491
   2550.0000 575.68953931 3020.34270630 1181.32721268 908.16038259 930.85511103
   2560.0000 577.99290110 3032.77272829 1186.32381440 911.71067201 934.73824188
   2570.0000 580.29942874 3045.19654282 1191.32321056 915.25483066 938.61850160
   2580.0000 582.60146545 3057.57095484 1196.29700995 918.77323029 942.50071460
   2590.0000 584.90562306 3069.96336341 1201.24594346 922.31851152 946.39890843
   2600.0000 587.21028913 3082.35669625 1206.20302303 925.88101162 950.27266161
   2610.0000 589.51834528 3094.65622585 1211.10610838 929.45601145 954.09410602
   2620.0000 591.82667952 3106.86413610 1215.93792485 933.04445522 957.88175603
   2630.0000 594.13518048 3119.16400138 1220.76702183 936.67705775 961.71992180
   2640.0000 596.43745989 3131.48435238 1225.60366190 940.30341033 965.57728015
   2650.0000 598.73594516 3143.79678359 1230.42227651 943.96318337 969.41132371
   2660.0000 601.03143971 3156.10939718 1235.24316223 947.64887973 973.21735523
   2670.0000 603.32925964 3168.47055445 1240.11673529 951.33437817 977.01944099
   2680.0000 605.62216209 3180.82252967 1244.97291899 955.04241883 980.80719185
   2690.0000 607.91147085 3193.13762528 1249.83128531 958.72732770 984.57901227
   2700.0000 610.20406459 3205.50705392 1254.73635753 962.44596447 988.32473191
   2710.0000 612.49671515 3217.87076413 1259.63358404 966.19368203 992.04349806
   2720.0000 614.79499981 3230.21071060 1264.47757448 969.95873670 995.77439943
   2730.0000 617.08741111 3242.53975698 1269.29569981 973.74814371 999.49591346
   2740.0000 619.37946342 3254.83441736 1274.12467798 977.50449694 1003.20524244
   2750.0000 621.67432827 3267.12483976 1278.93507566 981.27370375 1006.91606035
   2760.0000 623.97404785 3279.45714766 1283.72098780 985.05955871 1010.67660116
   2770.0000 626.27528533 3291.75117972 1288.44835175 988.87710005 1014.42572791
   2780.0000 628.58509973 3304.08668140 1293.17370327 992.67602692 1018.23695121
   2790.0000 630.89592695 3316.52925868 1297.95029229 996.52440075 1022.05456564
   2800.0000 633.20977849 3328.99955737 1302.72606681 1000.42198241 1025.85150815
   2810.0000 635.52629512 3341.40538639 1307.49600261 1004.29517589 1029.61420790
   2820.0000 637.84198681 3353.76456361 1312.21587711 1008.16237401 1033.38631249
   2830.0000 640.15851780 3366.05101862 1316.90549904 1011.97782822 1037.16769136
   2840.0000 642.47413895 3378.33671961 1321.59627324 1015.78039598 1040.96005039
   2850.0000 644.79035287 3390.58918742 1326.23021352 1019.60251685 1044.75645705
   2860.0000 647.10225226 3402.70773251 1330.79455103 1023.41293837 1048.50024311
   2870.0000 649.40969157 3414.81201498 1335.35219978 1027.20265247 1052.25716273
   2880.0000 651.71819249 3426.87910854 1339.91177500 1030.96319999 1056.00413356
   2890.0000 654.02212060 3438.99341669 1344.53833972 1034.71481408 1059.74026289
   2900.0000 656.32613574 3451.05528868 1349.14378729 1038.45888073 1063.45262066
   2910.0000 658.63453497 3463.11283951 1353.77307291 1042.18551877 1067.15424783
   2920.0000 660.94700755 3475.10977692 1358.36368075 1045.90660658 1070.83948959
   2930.0000 663.25912151 3487.15659518 1362.97990967 1049.62267350 1074.55401201
   2940.0000 665.57365285 3499.13849793 1367.55684004 1053.34460629 1078.23705161
   2950.0000 667.89506021 3511.08047623 1372.14590973 1057.03247964 1081.90208686
   2960.0000 670.21708339 3523.04955613 1376.76613685 1060.68234114 1085.60107815
   2970.0000 672.54147654 3534.98935030 1381.42470058 1064.33381804 1089.23083169
   2980.0000 674.86565790 3546.92080132 1386.06817946 1068.00114510 1092.85147676
   2990.0000 677.18711295 3558.84077037 1390.69106048 1071.67211645 1096.47759344
   3000.0000 679.50578763 3570.82688391 1395.35274885 1075.34837920 1100.12575586
   3010.0000 681.82346407 3582.78221969 1399.99771748 1078.98508558 1103.79941663
   3020.0000 684.13754565 3594.77136287 1404.65630227 1082.62606006 1107.48900054
   3030.0000 686.44679274 3606.64433768 1409.23900840 1086.20668952 1111.19863976
   3040.0000 688.75937857 3618.52052006 1413.80863436 1089.78772785 1114.92415785
   3050.0000 691.07653220 3630.42746951 1418.38555960 1093.37810219 1118.66380772
   3060.0000 693.40425404 3642.44587011 1423.02776974 1097.00832051 1122.40977986
   3070.0000 695.73230942 3654.52656885 1427.70650150 1100.68282480 1126.13724254
   3080.0000 698.05915540 3666.74725616 1432.49134794 1104.35164858 1129.90425964
   3090.0000 700.38832855 3679.00263916 1437.28656904 1108.00893557 1133.70713455
   3100.0000 702.72214027 3691.23713309 1442.09779077 1111.64584745 1137.49349487
   3110.0000 705.05264085 3703.52362139 1446.95902044 1115.25605736 1141.30854360
   3120.0000 707.37670193 3715.68819435 1451.75204808 1118.82940529 1145.10674099
   3130.0000 709.69273085 3727.90633762 1456.56812635 1122.38993241 1148.94827885
   3140.0000 712.00938185 3740.14335634 1461.40279119 1125.95473505 1152.78583011
   3150.0000 714.33354034 3752.41477436 1466.27902221 1129.49906551 1156.63668664
   3160.0000 716.65161992 3764.70496167 1471.14173919 1133.04539850 1160.51782398
   3170.0000 718.96620305 3777.02563856 1475.97200482 1136.64198697 1164.41164677
   3180.0000 721.27699471 3789.40534827 1480.79033153 1140.25862781 1168.35638892
   3190.0000 723.58867360 3801.79107051 1485.65813975 1143.89165582 1172.24127493
   3200.0000 725.90006998 3814.13752618 1490.52340529 1147.53272451 1176.08139638
   3210.0000 728.21628884 3826.54896963 1495.40167284 1151.19429996 1179.95299683
   3220.0000 730.53805126 3838.97222237 1500.28133448 1154.84948909 1183.84139880
   3230.0000 732.85671279 3851.44794184 1505.20530432 1158.50258869 1187.74004882
   3240.0000 735.17932229 3863.92228214 1510.14970848 1162.17432583 1191.59824783
   3250.0000 737.50358405 3876.38161552 1515.08312818 1165.85017877 1195.44830857
   3260.0000 739.82230630 3888.86562866 1520.04632842 1169.51376214 1199.30553810
   3270.0000 742.13524963 3901.25018334 1524.98556756 1173.15593849 1203.10867729
   3280.0000 744.44893912 3913.58228283 1529.89952331 1176.78700198 1206.89575754
   3290.0000 746.76318915 3925.72806149 1534.73494112 1180.33652316 1210.65659721
   3300.0000 749.08592177 3937.87279800 1539.52345571 1183.83779509 1214.51154720
   3310.0000 751.42354773 3950.01963290 1544.24968927 1187.35919947 1218.41074416
   3320.0000 753.76647911 3962.14551370 1548.92560222 1190.92417260 1222.29573888
   3330.0000 756.10974589 3974.27614636 1553.56890274 1194.51675252 1226.19049109
   3340.0000 758.45191356 3986.32876397 1558.14711385 1198.09807054 1230.08357958
   3350.0000 760.78786423 3998.30177139 1562.67805144 1201.63150907 1233.99221088
   3360.0000 763.13003495 4010.29274731 1567.20964647 1205.19992331 1237.88317753
   3370.0000 765.46893709 4022.28836252 1571.77167156 1208.77893177 1241.73775919
   3380.0000 767.80144725 4034.30968969 1576.36885499 1212.32252812 1245.61830659
   3390.0000 770.13713696 4046.31633883 1580.92930744 1215.86401021 1249.52302118
   3400.0000 772.48191667 4058.28493572 1585.42391988 1219.40267628 1253.45833955
   3410.0000 774.82304654 4070.24635085 1589.91751081 1222.92826031 1257.40057973
   3420.0000 777.15115620 4082.13602452 1594.32466837 1226.47177038 1261.33958577
   3430.0000 779.47550825 4094.01124405 1598.70464420 1230.05164189 1265.25495796
   3440.0000 781.79405417 4105.85597120 1603.08351215 1233.64110943 1269.13134963
   3450.0000 784.10893785 4117.69794126 1607.40321881 1237.27088995 1273.02383250
   3460.0000 786.42315157 4129.42789445 1611.66179830 1240.92367470 1276.84242145
   3470.0000 788.74452869 4141.12029664 1615.92535757 1244.54489144 1280.65004763
   3480.0000 791.06528388 4152.82311780 1620.21809631 1248.18765334 1284.41736815
   3490.0000 793.38994355 4164.56173226 1624.51035052 1251.83273102 1288.21865072
   3500.0000 795.71697919 4176.28621096 1628.89146202 1255.40925159 1291.98549736
   3510.0000 798.05051796 4187.92222209 1633.22663845 1258.96146298 1295.73412065
   3520.0000 800.37709004 4199.59526709 1637.56093755 1262.56265996 1299.47166958
   3530.0000 802.70602249 4211.32357503 1641.94245123 1266.14983495 1303.23128885
   3540.0000 805.03208074 4223.08601396 1646.37335019 1269.70845221 1307.00421156
   3550.0000 807.35762520 4234.92026922 1650.84074280 1273.25406616 1310.82546027
   3560.0000 809.68141085 4246.73046008 1655.30312388 1276.78592643 1314.64140976
   3570.0000 812.00441637 4258.42414872 1659.68340894 1280.32076183 1318.41997795
   3580.0000 814.32960621 4270.06875709 1664.00518021 1283.86951086 1322.19406603
   3590.0000 816.66038977 4281.59961672 1668.25356678 1287.36976106 1325.97628888
   3600.0000 818.99119737 4293.10238085 1672.47423973 1290.88984171 1329.73829942
   3610.0000 821.32216713 4304.54456112 1676.64374260 1294.38651253 1333.51430599
